Name,C-1,C-2,C-5,C-6,7D-2,7D-3,7D-6,7D-7,14D-3,14D-5,14D-6,14D-7,21D-3,21D-5,21D-6,21D-7
TRINITY_DN38866_c0_g1_i8,0,0,1,2,8,0,2,2,7,0,1,3,0,3,0,3
TRINITY_DN153382_c0_g1_i1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN195945_c0_g1_i1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TRINITY_DN53688_c0_g7_i1,3,2,7,4,16,12,9,1,1,0,1,9,7,3,1,11
TRINITY_DN18920_c1_g1_i1,2,0,4,1,10,0,0,2,2,0,0,0,6,1,3,0
TRINITY_DN23413_c0_g1_i2,6,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0
TRINITY_DN142622_c0_g1_i1,0,0,4,0,0,2,1,1,1,0,0,0,3,0,1,1
TRINITY_DN4235_c0_g1_i4,93,45,40,63,131,165,64,58,56,24,46,156,38,69,29,173
TRINITY_DN4235_c0_g1_i5,110,79,78,86,249,213,100,121,97,34,68,303,53,105,46,260
TRINITY_DN4235_c0_g1_i6,46,19,14,32,59,32,29,34,11,5,7,40,18,24,12,45
TRINITY_DN354114_c0_g1_i1,3,2,2,4,6,3,3,3,6,3,3,6,3,3,9,3
TRINITY_DN4235_c0_g1_i7,5,0,2,3,24,2,0,1,0,0,0,0,1,6,0,20
TRINITY_DN219179_c0_g1_i1,4,2,0,2,0,0,0,1,0,0,2,3,1,2,0,10
TRINITY_DN4235_c0_g1_i8,12,0,0,5,11,0,0,3,0,0,0,4,8,0,3,6
TRINITY_DN47550_c0_g1_i1,2,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0
TRINITY_DN60643_c0_g1_i1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN119415_c0_g1_i2,6,2,0,0,10,6,2,2,0,1,7,4,3,2,1,1
TRINITY_DN21745_c0_g1_i4,10,4,3,3,5,8,0,2,4,1,5,17,2,8,2,9
TRINITY_DN21745_c0_g1_i8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN288385_c0_g1_i1,5,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1
TRINITY_DN243464_c0_g1_i1,1,0,0,0,5,0,1,0,0,0,1,4,2,3,1,0
TRINITY_DN124893_c0_g1_i1,6,0,0,0,0,0,2,0,0,1,1,3,7,0,0,16
TRINITY_DN220930_c0_g1_i1,3,0,0,3,5,0,0,4,0,0,0,5,2,0,1,6
TRINITY_DN7083_c6_g1_i1,0,0,1,1,8,4,0,1,2,3,0,4,3,1,0,1
TRINITY_DN85808_c1_g1_i1,0,0,0,0,7,0,1,0,1,1,0,0,0,0,0,0
TRINITY_DN334180_c0_g1_i1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN403518_c0_g1_i1,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0
TRINITY_DN27040_c0_g1_i1,6,5,5,6,9,7,7,4,2,1,4,8,2,5,0,14
TRINITY_DN95724_c1_g1_i1,5,5,2,13,5,0,4,1,5,4,7,5,8,0,4,1
TRINITY_DN95724_c1_g1_i2,903,962,744,461,1225,373,1145,733,592,385,362,1852,1356,934,487,2391
TRINITY_DN214830_c3_g2_i2,8,0,0,1,10,5,2,6,2,0,1,12,5,2,1,8
TRINITY_DN105782_c0_g2_i1,3,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
TRINITY_DN7357_c0_g1_i20,7,0,6,8,21,15,7,30,7,0,3,18,33,6,10,21
TRINITY_DN56776_c0_g1_i1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN195945_c0_g1_i2,4,1,4,2,1,0,5,0,0,0,2,1,0,2,2,0
TRINITY_DN321383_c0_g1_i1,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,1
TRINITY_DN60439_c0_g1_i1,3,2,2,0,0,2,0,0,0,0,0,4,0,0,0,0
TRINITY_DN106779_c0_g1_i1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN14780_c0_g3_i1,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0
TRINITY_DN138205_c0_g1_i1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN60699_c0_g1_i1,7,1,0,0,0,0,4,0,0,1,0,1,0,1,0,0
TRINITY_DN2511_c0_g1_i1,49,203,116,479,139,95,85,43,156,100,109,180,234,228,478,50
TRINITY_DN239515_c0_g1_i1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
TRINITY_DN2511_c0_g1_i5,62,0,0,22,31,0,3,5,60,0,15,111,0,129,22,156
TRINITY_DN256057_c0_g1_i1,0,0,0,0,2,0,0,1,0,0,2,0,0,0,0,1
TRINITY_DN2511_c0_g1_i7,54,79,83,43,54,0,37,16,44,68,39,115,95,98,127,52
TRINITY_DN7333_c0_g1_i9,3,2,5,0,6,10,0,0,2,0,5,5,3,0,0,0
TRINITY_DN2511_c0_g1_i9,961,484,275,561,533,248,309,401,929,1109,441,1254,717,1674,1276,1084
TRINITY_DN159565_c0_g1_i1,3,2,3,0,0,0,1,0,4,1,1,4,1,2,0,4
TRINITY_DN6690_c1_g1_i1,7,2,5,0,4,0,0,3,11,8,7,4,13,27,13,3
TRINITY_DN11965_c0_g1_i10,44,38,0,44,70,7,15,0,41,28,7,52,29,249,133,142
TRINITY_DN11965_c0_g1_i11,2,17,15,0,22,3,0,0,5,11,23,38,12,126,53,51
TRINITY_DN219005_c0_g1_i1,2,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0
TRINITY_DN11965_c0_g1_i13,52,10,33,15,90,21,48,47,3,40,47,49,28,84,46,19
TRINITY_DN7333_c0_g1_i4,8,17,8,0,8,12,13,7,9,18,17,22,12,31,10,21
TRINITY_DN7357_c0_g1_i11,0,0,0,0,29,0,0,0,11,0,0,0,0,0,0,0
TRINITY_DN16460_c0_g4_i1,2,2,0,0,1,3,0,0,3,0,0,1,0,0,0,2
TRINITY_DN11965_c0_g1_i15,4,2,2,1,0,1,0,0,0,0,12,0,0,0,3,0
TRINITY_DN143601_c0_g1_i1,2,0,0,0,0,0,2,0,2,0,1,0,2,1,0,0
TRINITY_DN11965_c0_g1_i16,41,13,37,11,0,8,11,6,8,18,10,10,20,6,3,7
TRINITY_DN7333_c0_g1_i7,45,26,33,23,20,0,7,20,13,43,0,39,0,49,14,24
TRINITY_DN7357_c0_g1_i14,23,29,12,27,54,30,23,39,0,8,18,29,3,22,15,7
TRINITY_DN7333_c0_g1_i8,6,7,0,0,12,5,2,9,15,9,0,0,0,8,10,14
TRINITY_DN7357_c0_g1_i15,16,0,0,0,6,13,21,0,14,0,0,7,2,0,0,43
TRINITY_DN4452_c0_g1_i3,337,207,224,155,430,147,363,243,315,391,256,817,730,704,296,1056
TRINITY_DN4452_c0_g1_i4,56,35,17,25,8,5,3,11,20,6,5,12,8,0,15,3
TRINITY_DN141175_c0_g1_i1,3,2,3,0,0,0,0,1,0,0,1,1,0,0,0,0
TRINITY_DN118271_c0_g1_i1,22,15,7,15,45,17,18,18,12,1,10,39,8,14,1,40
TRINITY_DN273093_c0_g1_i1,1,0,1,0,2,4,0,0,0,0,1,3,2,0,0,0
TRINITY_DN275792_c0_g1_i1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN52162_c0_g1_i6,0,3,0,0,25,0,5,0,0,0,15,0,0,0,12,33
TRINITY_DN52162_c0_g1_i7,48,20,36,31,59,70,33,44,15,8,14,87,24,38,14,55
TRINITY_DN333231_c0_g1_i1,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0
TRINITY_DN50260_c0_g1_i1,6,2,1,2,9,3,2,0,0,3,5,3,0,1,1,0
TRINITY_DN297529_c0_g1_i1,1,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0
TRINITY_DN20476_c0_g1_i1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN232280_c0_g1_i1,3,0,0,0,2,4,0,0,0,0,0,1,0,0,0,0
TRINITY_DN20476_c0_g1_i3,3,9,0,0,1,0,1,0,0,0,2,3,1,5,3,0
TRINITY_DN4452_c0_g1_i1,20,5,9,3,38,15,24,9,9,27,23,24,39,45,30,75
TRINITY_DN24837_c5_g1_i1,2,0,0,3,3,3,7,0,5,6,0,2,4,8,3,11
TRINITY_DN75935_c0_g1_i1,19,12,12,13,0,11,1,6,16,8,13,1,6,10,13,1
TRINITY_DN31602_c3_g1_i1,0,0,0,0,5,4,0,0,2,1,0,0,4,0,0,2
TRINITY_DN300184_c0_g1_i1,1,1,0,1,1,0,1,0,0,0,4,0,0,0,0,0
TRINITY_DN22823_c0_g1_i1,10,13,8,3,8,2,1,3,7,1,5,3,7,4,2,2
TRINITY_DN61678_c0_g1_i2,3,0,0,0,0,2,2,0,0,0,2,4,0,0,2,0
TRINITY_DN61678_c0_g1_i4,3,0,0,1,8,0,2,1,5,0,0,0,0,2,0,4
TRINITY_DN24985_c0_g3_i1,47,22,31,33,117,110,50,30,29,12,26,119,30,47,37,127
TRINITY_DN185739_c0_g1_i1,1,2,0,2,0,0,1,2,0,0,0,0,3,0,1,0
TRINITY_DN217510_c0_g2_i1,0,0,0,0,3,0,2,0,0,0,3,6,1,0,1,0
TRINITY_DN90890_c0_g2_i1,10,0,1,0,0,0,0,0,1,0,1,0,2,0,2,0
TRINITY_DN108997_c0_g1_i1,3,2,2,1,2,1,1,3,1,1,0,4,2,2,0,5
TRINITY_DN14083_c0_g2_i1,0,0,2,0,0,0,0,0,0,0,3,0,11,0,7,2
TRINITY_DN167829_c0_g1_i1,0,0,0,0,2,0,0,0,2,0,1,3,0,0,0,0
TRINITY_DN18277_c0_g1_i4,1,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0
TRINITY_DN18277_c0_g1_i5,0,0,0,0,0,0,0,0,3,1,0,0,0,1,4,0
TRINITY_DN424977_c0_g1_i1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TRINITY_DN67309_c0_g5_i1,1,0,0,0,2,0,0,0,1,1,0,0,1,0,0,2
TRINITY_DN57755_c0_g1_i1,1,0,2,3,10,0,1,2,2,0,1,5,4,2,0,9
TRINITY_DN18277_c0_g1_i8,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
TRINITY_DN19898_c0_g1_i1,1,1,3,0,0,0,0,0,0,1,0,1,7,2,3,12
TRINITY_DN43607_c0_g1_i1,3,2,0,0,4,0,2,0,0,0,0,1,0,1,0,6
TRINITY_DN387421_c0_g1_i1,36,25,19,9,41,50,33,9,10,9,18,69,22,20,21,49
TRINITY_DN94985_c0_g1_i1,4,2,0,3,0,6,0,0,1,0,0,5,4,4,0,1
TRINITY_DN120391_c0_g1_i1,8,1,1,0,0,0,2,0,1,1,0,0,1,0,0,1
TRINITY_DN166208_c0_g1_i1,0,0,0,0,3,1,0,0,0,0,1,2,1,0,1,2
TRINITY_DN80837_c0_g1_i1,0,0,0,0,0,0,0,0,0,1,1,4,4,4,1,10
TRINITY_DN422018_c0_g1_i1,3,0,0,0,0,1,0,0,0,1,0,4,0,0,0,0
TRINITY_DN405736_c0_g1_i1,4,2,1,0,0,0,0,0,0,4,0,1,0,0,0,0
TRINITY_DN40942_c0_g2_i2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
TRINITY_DN315420_c0_g1_i1,1,0,0,0,3,2,0,1,0,0,1,2,2,2,0,1
TRINITY_DN186718_c0_g1_i1,6,0,2,1,8,7,2,4,9,1,4,9,3,2,0,6
TRINITY_DN39944_c0_g1_i1,1,0,0,0,6,0,1,0,0,0,0,0,1,0,0,1
TRINITY_DN47161_c0_g1_i1,2,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0
TRINITY_DN74215_c0_g1_i1,3,3,3,9,0,0,0,0,0,0,0,0,0,5,0,0
TRINITY_DN74215_c0_g1_i2,9,0,1,0,0,0,0,0,1,0,0,0,2,0,0,3
TRINITY_DN14083_c0_g2_i2,2,1,1,6,4,1,1,2,2,2,5,11,5,5,0,0
TRINITY_DN96963_c1_g1_i1,5,0,0,0,0,0,1,0,0,5,3,0,6,1,5,0
TRINITY_DN1436_c2_g1_i2,178,124,124,171,346,389,144,91,83,57,107,476,139,199,125,401
TRINITY_DN45124_c2_g1_i2,7,7,5,2,20,5,7,8,5,1,0,11,2,3,7,14
TRINITY_DN21510_c0_g2_i1,24,12,4,7,18,38,7,2,3,12,5,36,9,13,8,58
TRINITY_DN266787_c0_g1_i1,5,0,1,0,2,1,0,0,0,1,1,7,0,0,1,0
TRINITY_DN9859_c0_g1_i1,323,146,146,241,484,373,217,246,211,80,140,459,121,157,113,442
TRINITY_DN355990_c0_g1_i1,0,0,2,0,0,4,0,0,3,0,0,0,1,0,0,0
TRINITY_DN33064_c0_g1_i1,29,21,15,13,53,28,13,13,0,0,24,38,8,19,4,27
TRINITY_DN452487_c0_g1_i1,0,0,0,0,2,0,0,0,0,0,0,4,2,0,0,0
TRINITY_DN240414_c0_g1_i1,5,1,0,2,7,1,1,4,1,0,0,0,1,2,0,0
TRINITY_DN33064_c0_g1_i4,2,0,0,4,8,19,7,5,17,7,0,0,0,1,0,0
TRINITY_DN33064_c0_g1_i5,0,0,0,0,0,0,0,0,0,2,0,21,6,0,10,10
TRINITY_DN257357_c0_g1_i1,3,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0
TRINITY_DN30342_c0_g2_i1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
TRINITY_DN5535_c0_g1_i3,56,32,37,37,83,68,31,41,44,12,36,73,30,22,17,104
TRINITY_DN5535_c0_g1_i4,97,85,54,44,95,87,66,31,113,60,18,88,74,65,0,129
TRINITY_DN380692_c0_g1_i1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN37375_c0_g2_i1,1,0,0,0,3,0,0,0,0,1,1,1,0,0,0,0
TRINITY_DN446896_c0_g1_i1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
TRINITY_DN194992_c0_g1_i1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
TRINITY_DN68650_c0_g1_i1,35,16,8,11,3,5,9,0,16,6,17,33,11,13,0,55
TRINITY_DN58371_c0_g1_i1,1,0,0,0,0,5,0,0,0,2,14,0,3,14,5,17
TRINITY_DN58371_c0_g1_i2,1,0,0,0,0,0,1,2,1,0,0,1,2,0,0,0
TRINITY_DN430785_c0_g1_i1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN275082_c0_g1_i1,4,0,0,0,2,1,3,3,1,0,0,1,2,3,0,1
TRINITY_DN232397_c0_g1_i1,2,0,0,2,5,2,0,1,1,0,0,0,2,1,2,2
TRINITY_DN428981_c0_g1_i1,0,0,0,0,4,0,0,0,1,0,0,1,0,0,0,0
TRINITY_DN50494_c0_g1_i1,7,7,2,1,0,0,0,2,0,1,6,0,5,1,0,2
TRINITY_DN49375_c2_g1_i1,26,9,19,5,2,2,1,3,0,8,15,5,4,4,4,4
TRINITY_DN67454_c0_g1_i1,54,13,19,19,8,13,8,9,6,13,35,9,25,33,25,18
TRINITY_DN24769_c0_g1_i2,17,10,3,8,1,0,1,0,1,4,1,3,0,0,4,0
TRINITY_DN24769_c0_g1_i3,3,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0
TRINITY_DN24769_c0_g1_i4,9,5,7,1,5,1,2,5,1,2,6,9,7,2,6,17
TRINITY_DN82241_c0_g1_i1,48,22,6,17,7,1,10,2,2,16,13,6,9,9,20,10
TRINITY_DN18277_c0_g1_i1,7,12,2,7,11,0,5,0,4,7,5,0,8,3,1,0
TRINITY_DN281574_c0_g1_i1,0,0,0,0,3,2,1,0,0,0,0,1,5,0,0,0
TRINITY_DN18264_c0_g2_i1,0,0,4,5,8,0,2,0,1,2,1,6,0,0,0,2
TRINITY_DN20792_c0_g1_i2,4,5,1,2,20,8,1,1,5,1,1,12,2,4,0,7
TRINITY_DN409870_c0_g1_i1,0,0,0,0,3,0,2,0,0,0,0,1,0,0,0,0
TRINITY_DN423998_c0_g1_i1,79,61,59,88,162,136,65,53,57,29,33,200,38,78,59,150
TRINITY_DN73946_c0_g1_i1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
TRINITY_DN100360_c3_g1_i1,1,0,0,3,3,5,0,3,0,0,1,1,0,4,0,1
TRINITY_DN38965_c0_g1_i1,3,1,4,1,1,7,1,7,6,9,1,4,14,8,10,1
TRINITY_DN188153_c0_g1_i1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
TRINITY_DN63667_c0_g1_i1,6,0,0,1,3,1,0,0,4,0,0,0,0,0,0,1
TRINITY_DN248872_c0_g1_i1,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN348073_c0_g1_i1,1,0,0,0,1,0,0,2,1,0,0,3,0,0,0,0
TRINITY_DN228868_c0_g1_i1,0,0,0,0,4,3,0,0,0,0,0,2,1,0,0,0
TRINITY_DN17181_c0_g2_i1,21,8,3,13,24,26,5,5,8,0,9,26,5,0,9,18
TRINITY_DN435204_c0_g1_i1,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0
TRINITY_DN17181_c0_g2_i3,0,0,0,0,13,0,3,0,1,1,0,0,3,8,0,0
TRINITY_DN331667_c0_g1_i1,8,3,1,0,3,7,5,1,8,2,0,10,0,2,3,3
TRINITY_DN247078_c0_g1_i1,0,0,0,0,4,0,0,1,1,0,0,0,0,0,0,0
TRINITY_DN248525_c0_g1_i1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,2
TRINITY_DN273227_c0_g1_i1,0,1,1,2,3,0,3,1,1,0,0,0,1,2,0,0
TRINITY_DN360151_c0_g1_i1,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TRINITY_DN41664_c1_g1_i3,0,0,1,0,2,0,0,1,0,0,0,0,0,1,0,0
TRINITY_DN10600_c0_g1_i13,0,0,0,0,0,0,46,0,46,18,0,8,20,0,61,0
TRINITY_DN1748_c0_g1_i1,0,18,35,13,24,23,34,10,0,9,35,0,30,80,0,33
TRINITY_DN1748_c0_g1_i2,100,231,180,472,64,137,23,59,160,354,196,106,149,389,211,212
TRINITY_DN412523_c0_g1_i1,2,3,0,1,0,0,0,0,0,0,1,0,1,0,0,0
TRINITY_DN1748_c0_g1_i3,157,8,5,20,2,0,9,97,7,8,0,170,112,0,0,82
TRINITY_DN1748_c0_g1_i4,494,12,126,3,0,0,20,109,0,0,0,112,106,9,0,102
TRINITY_DN1748_c0_g1_i5,139,5,5,9,0,0,0,0,0,8,7,0,21,9,26,14
TRINITY_DN1748_c0_g1_i6,134,60,133,61,41,24,40,86,34,65,56,277,252,95,266,188
TRINITY_DN24977_c0_g1_i10,51,35,28,35,78,55,33,24,15,7,20,78,24,32,13,63
TRINITY_DN341577_c0_g1_i1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN1748_c0_g1_i7,0,74,41,25,51,13,12,0,79,13,24,11,23,32,25,5
TRINITY_DN246099_c0_g1_i1,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
TRINITY_DN13480_c0_g3_i1,2,1,4,4,5,1,0,0,1,0,0,6,0,0,2,2
TRINITY_DN12892_c6_g2_i2,3,3,0,2,8,5,1,0,1,1,4,6,3,2,0,6
TRINITY_DN294193_c0_g1_i1,1,2,0,0,1,0,0,0,3,1,0,7,2,0,0,2
TRINITY_DN1194_c0_g1_i8,15,7,11,0,30,20,0,33,18,0,0,104,0,0,0,11
TRINITY_DN1194_c0_g1_i9,115,54,74,98,237,167,119,142,68,38,62,198,56,66,50,258
TRINITY_DN235906_c0_g1_i1,2,0,0,0,3,4,3,0,1,0,0,2,2,1,0,1
TRINITY_DN253033_c0_g1_i1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN101891_c0_g1_i1,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0
TRINITY_DN10166_c0_g1_i2,246,136,178,133,48,107,66,36,68,200,248,186,239,312,254,459
TRINITY_DN176513_c0_g1_i3,10,0,0,2,0,0,0,0,0,6,0,1,0,1,2,0
TRINITY_DN176513_c0_g1_i4,18,11,1,4,2,0,1,3,0,0,1,9,3,2,1,6
TRINITY_DN10166_c0_g1_i5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN125261_c0_g2_i1,0,2,0,0,5,0,0,0,0,0,0,0,1,0,0,2
TRINITY_DN1194_c0_g1_i3,15,10,6,5,18,17,1,8,5,4,9,20,9,7,5,9
TRINITY_DN363496_c0_g1_i1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0
TRINITY_DN237163_c0_g1_i1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN1194_c0_g1_i6,0,9,0,0,16,3,0,0,0,4,5,0,0,5,0,0
TRINITY_DN17758_c0_g7_i1,0,1,0,0,9,0,1,0,0,3,0,1,2,0,0,0
TRINITY_DN62688_c0_g1_i1,0,1,0,0,1,0,0,1,2,0,1,0,2,0,0,0
TRINITY_DN1194_c0_g1_i7,69,43,23,53,89,136,41,43,35,18,24,133,19,47,29,66
TRINITY_DN4728_c0_g2_i1,1,0,2,2,4,1,0,5,1,1,0,1,1,1,1,1
TRINITY_DN9322_c0_g1_i1,501,457,411,252,490,195,376,197,250,268,132,603,614,516,433,768
TRINITY_DN293915_c0_g1_i1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
TRINITY_DN9322_c0_g1_i2,10,11,3,0,12,8,0,0,19,7,0,31,13,4,19,7
TRINITY_DN445830_c0_g1_i1,2,2,1,0,3,4,1,1,0,0,2,8,1,1,0,4
TRINITY_DN166821_c1_g2_i1,46,39,50,41,115,148,47,52,35,15,44,153,48,64,27,123
TRINITY_DN254116_c0_g1_i1,0,0,1,2,4,3,0,0,0,0,0,0,1,0,0,0
TRINITY_DN90094_c0_g1_i1,8,5,0,0,3,2,1,0,0,1,2,4,1,3,0,11
TRINITY_DN179222_c0_g1_i1,11,7,3,5,10,12,5,4,9,4,1,13,13,3,2,24
TRINITY_DN34147_c0_g1_i4,3,2,1,0,3,3,0,0,2,2,0,0,4,5,2,0
TRINITY_DN256378_c0_g1_i1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
TRINITY_DN169161_c1_g2_i1,2,0,0,0,7,0,0,0,3,0,2,0,0,0,0,3
TRINITY_DN37158_c0_g2_i2,28,15,7,10,40,39,14,16,23,3,12,43,5,18,20,28
TRINITY_DN74925_c0_g1_i1,0,0,1,0,0,6,0,0,1,5,2,2,0,3,1,32
TRINITY_DN371513_c0_g1_i1,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,7
TRINITY_DN74925_c0_g1_i3,3,1,0,1,0,0,1,1,3,0,0,0,1,0,4,1
TRINITY_DN202392_c0_g1_i1,3,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0
TRINITY_DN34147_c0_g1_i1,49,24,16,58,6,10,6,7,10,21,16,15,33,24,74,8
TRINITY_DN442078_c0_g1_i1,4,0,0,0,0,0,0,1,1,0,3,1,4,0,0,0
TRINITY_DN6089_c0_g2_i1,269,101,128,70,159,70,157,61,197,97,54,283,376,93,277,75
TRINITY_DN6089_c0_g2_i2,13,4,2,2,5,4,15,1,1,1,2,27,21,3,8,0
TRINITY_DN85586_c0_g1_i1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1
TRINITY_DN316092_c0_g1_i1,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0
TRINITY_DN23772_c0_g2_i1,3,6,3,9,3,9,3,7,0,1,2,10,9,8,2,9
TRINITY_DN7416_c0_g1_i11,15,5,1,1,1,0,0,0,0,2,9,12,1,1,3,6
TRINITY_DN7416_c0_g1_i12,71,7,33,6,8,0,0,0,0,24,13,48,12,9,7,39
TRINITY_DN70601_c0_g1_i1,3,0,1,0,3,0,0,0,0,0,0,0,1,0,0,2
TRINITY_DN7416_c0_g1_i14,43,18,0,27,0,0,8,5,55,66,14,0,8,56,0,41
TRINITY_DN7416_c0_g1_i15,6,14,20,17,0,0,0,9,0,5,40,22,34,0,57,33
TRINITY_DN255078_c0_g1_i1,2,0,1,0,5,0,0,0,0,0,1,0,0,0,0,0
TRINITY_DN53258_c0_g1_i1,0,0,0,0,5,1,1,1,1,0,4,3,2,0,0,1
TRINITY_DN228184_c0_g1_i1,0,0,1,1,7,1,0,4,0,1,1,1,2,4,0,1
TRINITY_DN292931_c0_g1_i1,1,0,0,0,2,0,0,0,2,0,0,0,0,1,0,0
TRINITY_DN463061_c0_g1_i1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0
TRINITY_DN77733_c0_g1_i2,43,31,25,11,28,12,25,13,18,27,70,85,67,25,31,49
TRINITY_DN3300_c0_g1_i10,216,229,189,112,112,101,88,102,101,146,104,28,171,145,202,39
TRINITY_DN91073_c0_g1_i1,1,0,3,1,8,1,1,0,0,0,0,0,1,0,1,0
TRINITY_DN3300_c0_g1_i12,67,73,67,30,45,30,35,17,20,64,23,5,39,53,41,10
TRINITY_DN167157_c0_g2_i1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN27255_c0_g4_i4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN191881_c0_g1_i2,0,1,0,0,4,0,0,3,0,0,0,6,0,0,0,1
TRINITY_DN27255_c0_g4_i6,3,0,0,2,3,1,3,2,1,0,1,0,0,0,0,4
TRINITY_DN293231_c0_g1_i1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
TRINITY_DN411228_c0_g1_i1,3,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0
TRINITY_DN237267_c0_g1_i1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0
TRINITY_DN60322_c0_g1_i2,12,2,8,0,0,0,4,3,0,0,0,0,1,0,0,0
TRINITY_DN41704_c0_g2_i1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN41704_c0_g2_i2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN870_c3_g1_i1,1,2,0,0,3,0,0,0,0,0,1,0,0,0,0,1
TRINITY_DN47437_c0_g2_i2,12,9,8,12,40,23,10,6,10,3,12,18,5,2,9,22
TRINITY_DN207712_c0_g1_i1,25,10,11,15,39,28,11,12,14,11,11,46,13,11,10,67
TRINITY_DN462766_c0_g1_i1,1,0,1,0,2,0,0,0,2,0,1,0,0,0,1,0
TRINITY_DN101384_c0_g2_i1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN368267_c0_g1_i1,3,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0
TRINITY_DN61622_c0_g1_i2,257,57,49,31,27,3,134,18,39,55,13,40,56,40,13,9
TRINITY_DN307797_c0_g1_i1,5,0,2,0,0,5,0,0,0,0,1,3,0,0,2,1
TRINITY_DN162915_c0_g1_i1,0,0,0,1,1,2,2,0,2,0,1,0,1,0,0,0
TRINITY_DN759_c0_g1_i1,425,281,306,391,1100,728,330,381,341,117,200,818,194,409,197,663
TRINITY_DN759_c0_g1_i2,167,48,24,90,28,165,107,129,30,49,94,228,86,0,57,343
TRINITY_DN18072_c3_g1_i1,12,33,12,20,20,0,11,4,15,7,0,23,21,20,25,4
TRINITY_DN759_c0_g1_i3,401,256,217,275,571,511,264,320,154,106,208,503,161,249,120,347
TRINITY_DN759_c0_g1_i4,222,87,115,188,509,363,211,175,191,56,118,544,119,164,110,573
